AL,1974
AK,1992
AZ,0
AR,1982
CA,1960
CO,1968
CT,1966
DE,1960
FL,1982
GA,1992
HI,1982
ID,0
IL,1982
IN,1992
IA,1968
KS,1960
KY,1960
LA,0
ME,1976
MD,0
MA,1972
MI,1964
MN,1972
MS,1979
MO,1960
MT,1974
NE,0
NV,1972
NH,0
NJ,0
NM,1966
NY,1960
NC,2002
ND,0
OH,1966
OK,1964
OR,1972
PA,1966
RI,1966
SC,1974
SD,0
TN,1972
TX,1976
UT,1960
VT,0
VA,1984
WA,0
WV,0
WI,1960
WY,1992
